sponsor_list,MAAPE
Montana State University,20
Loras College,27.9
Utah Policy,28
Newsday,66.6
New York Times,92.2
KSTP,97.2
Salt Lake Tribune,101.1
WBZ,112.2
Colby College,116.6
Portland Press Herald,128.1
University of North Florida,130.9
WMUR,137
