pollster_list,MAAPE
Opinion Research Corporation,99.7
Anderson Robbins Research/Shaw Company Research,104.4
ABT Associates,106.1
Ipsos,116.6
Public Policy Polling,117
Selzer Company,121.1
Hart Research Associates/Public Opinion Strategies,127.9
Marist College,129.9
George Washington University,133.8
Strategic Research Associates,135.1
YouGov,137.7
Growth from Knowledge,139.2
