pollster_list,MAAPE
Gallup,76.8
Ipsos,85.4
George Washington University,95.6
Princeton Survey Research Associates International,102.1
Hart Research Associates/Market Opinion Research,110.6
Democracy Corps,116.4
Rasmussen,118.1
CBS News Election Survey Unit,122
Tarrance Group/Lake Research Partners,125.8
Zogby Analytics,135
ABT Associates,139.5
TNS Global,140.6
Susan Pinkus/Interviewing Service of America Inc,145.1
