pollster_list,MAAPE
Douglas Schoen LLC,58.8
Opinion Research Corporation,72.9
George Washington University,80.5
Democracy Corps,83.9
Selzer Company,86.7
Rasmussen,94.8
Quinnipiac University,98.4
Gallup,100.8
Marist College,116.6
Ipsos,120.4
Social Science Research Solutions,121.2
Pew Research,134.4
North Star Opinion Research,136.2
