sponsor_list,MAAPE
Newsweek/Daily Beast,58.8
CNN,72.9
Democracy Corps,78.2
Politico/GW Battleground Poll,80.5
Bloomberg News,86.7
Rasmussen,94.8
Quinnipiac University,98.4
USA Today,99.2
National Public Radio,103.9
Gallup,107.1
McClatchy,116.6
Reuters,120.4
CBS News/New York Times,121.2
Pew Research,134.4
Resurgent Republic,136.2
