sponsor_list,MAAPE
CNN,99.7
Fox News,104.4
ABC News/Washington Post,104.7
ABC News,108.8
Reuters,116.6
Public Policy Polling,117
Bloomberg News,121.1
NBC News/Wall Street Journal,127.9
McClatchy,129.9
CBS News/New York Times,130.9
GW Battleground Poll,133.8
Economist,137.7
Associated Press,139.2
CBS News,139.2
