pollster_list,MAAPE
Lycoming College,18.8
McDonald Group,59.8
SurveyUSA,62.7
Research Polling Inc,69
University of New Hampshire,70.2
Monmouth University,75.3
University of Connecticut,78.5
Research 2000,80
Gauge Market Research,87.4
Franklin Marshall College,90
Mason Dixon,92.8
Zogby Analytics,96
Richard Stockton College,97.5
Public Policy Polling,102.5
University of Minnesota,103
EPIC MRA,110.5
Ivan Moore Research,117.3
Sacred Heart University,130.7
Capital Survey Research Center,150.7
