pollster_list,MAAPE
Montana State University,20
Loras College,27.9
Dan Jones Associates,28
Siena College,66.6
SurveyUSA,100.2
University of Massachusetts Amherst,112.2
University of North Florida,130.9
University of New Hampshire,134.1
